speciesNameSCI	imageName	imageSourceUrl	PhotographerName	photographerUrl	license
Alcedo atthis	Alcedo atthis, rybárik riečny, Common Kingfisher	http://www.flickr.com/photos/jurecek/2846742080/in/set-72157594226352337/	Rudo Jureček	http://www.flickr.com/people/jurecek/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Jynx torquilla	A woodpecker unlike any other - Eurasian Wryneck [Explored]	http://www.flickr.com/photos/tariquesani/4290235340/	Tarique Sani	http://www.flickr.com/people/tariquesani/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Dendrocopos leucotos	White-backed Woodpecker - 2 of 3	http://www.flickr.com/photos/ressaure/4359281787/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Riparia riparia	Riparia riparia, brehuľa hnedá, Sand Martin	http://www.flickr.com/photos/jurecek/2510662985/in/set-72157594226352337/	Rudo Jureček	http://www.flickr.com/people/jurecek/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Hirundo rustica	Musique	http://www.flickr.com/photos/29219686@N07/3927434103/	Le No / Yvan	http://www.flickr.com/people/29219686@N07/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Luscinia svecica	Luscinia svecica, tom	http://commons.wikimedia.org/wiki/File:Luscinia_svecica_tom_%28Marek_Szczepanek%29.jpg	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Turdus iliacus	Redwing - Turdus iliacus - Rödvingetrast	http://www.flickr.com/photos/larsfl/4596832020/	Lars Falkdalen Lindahl	http://www.flickr.com/people/larsfl/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Lanius excubitor	Great Grey Shrike	http://www.flickr.com/photos/oldbilluk/5381924843/	oldbilluk	http://www.flickr.com/people/oldbilluk/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Corvus frugilegus	Rook	http://www.flickr.com/photos/ressaure/4731873387/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Corvus corax	Raven and a Post	http://www.flickr.com/photos/dougbrown47/4427967865/	Doug Brown	http://www.flickr.com/people/dougbrown47/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Passer montanus	Passer montanus, vrabec poľný, Eurasian Tree Sparrow	http://www.flickr.com/photos/jurecek/3303664769/in/set-72157594226352337/	Rudo Jureček	http://www.flickr.com/people/jurecek/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Carpodacus erythrinus	Scarlet Rosefinch	http://www.flickr.com/photos/marko_k/191489048/	Marko Kivelä	http://www.flickr.com/people/marko_k/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Pyrrhula pyrrhula	Pyrrhula pyrrhula	http://www.flickr.com/photos/ressaure/4365391968/	Tatiana Bulyonkova	http://www.flickr.com/people/ressaure/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Coccothraustes coccothraustes	Coccothraustes coccothraustes, glezg obyčajný, Hawfinch	http://www.flickr.com/photos/jurecek/3288523364/in/set-72157594226352337/	Rudo Jureček	http://www.flickr.com/people/jurecek/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Hippolais caligata	DSC_4990 Booted warbler	http://www.flickr.com/photos/pseudolapiz/5145125125/	pseudolapiz	http://www.flickr.com/people/pseudolapiz/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Branta canadensis	Canada goose family	http://www.flickr.com/photos/tomitapio/4100763091/in/set-72157594580163082/	Tomi Tapio	http://www.flickr.com/people/tomitapio/	http://creativecommons.org/licenses/by-sa/2.0/
Hippolais icterina	Icterine Warbler (Hippolais icterina), Skaw	http://www.geograph.org.uk/photo/1311682	Mike Pennington	http://www.geograph.org.uk/profile/9715	http://creativecommons.org/licenses/by-sa/2.0/
Bonasa bonasia	Tetrastes bonasia	http://commons.wikimedia.org/wiki/File:Haselhuhn-01.jpg	Wilfried Berns	http://de.wikipedia.org/wiki/Benutzer:Wilfried_Berns	http://creativecommons.org/licenses/by-sa/2.0/de/deed.en
Tetrao urogallus	Tetrao urogallus - Eurasian Capercaillie - Tjäder	http://www.flickr.com/photos/larsfl/4595893683/	Lars Falkdalen Lindahl	http://www.flickr.com/people/larsfl/	http://creativecommons.org/licenses/by-sa/2.0/
Turdus torquatus	Merla de pit blanc 01 (Turdus torquatus)	http://commons.wikimedia.org/wiki/File:Merla_de_pit_blanc_01_%28Turdus_torquatus%29.jpg	putneymark	http://commons.wikimedia.org/wiki/File:Merla_de_pit_blanc_01_%28Turdus_torquatus%29.jpg	http://creativecommons.org/licenses/by-sa/2.0/
Phylloscopus sibilatrix	Rainbirder - Wood Warbler (Phylloscopus sibilatrix)	http://commons.wikimedia.org/wiki/File:Flickr_-_Rainbirder_-_Wood_Warbler_%28Phylloscopus_sibilatrix%29.jpg	Steve Garvie	http://www.flickr.com/photos/50079771@N08	http://creativecommons.org/licenses/by-sa/2.0/
Charadrius morinellus	Charadrius morinellus	http://commons.wikimedia.org/wiki/File:Charadrius_morinellus_male.jpg	Helwig Brunner	http://commons.wikimedia.org/wiki/File:Charadrius_morinellus_male.jpg	http://creativecommons.org/licenses/by-sa/2.5/
Limosa limosa	Limosa limosa	http://commons.wikimedia.org/wiki/File:Black-tailed_Godwit.jpg	Andreas Trepte	http://www.photo-natur.de/	http://creativecommons.org/licenses/by-sa/2.5/
Aquila clanga	Greater Spotted Eagle Aquila clanga at Bharatpur, Rajasthan, India.	http://en.wikipedia.org/wiki/File:Great_spotted_Eagle_I2_IMG_8358.jpg	J. M. Garg	http://commons.wikimedia.org/wiki/User:J.M.Garg	http://creativecommons.org/licenses/by-sa/3.0/
Xenus cinereus	Xenus cinereus （翹嘴鷸）, Yunlin County, Taiwan, 2008.	http://en.wikipedia.org/wiki/File:Xenus_cinereus_%28Alnus%29.jpg	Alnus	http://commons.wikimedia.org/wiki/User:Alnus	http://creativecommons.org/licenses/by-sa/3.0/
Podiceps grisegena	Podiceps grisegena	http://commons.wikimedia.org/wiki/File:Podiceps_cristatus_3_%28Lukasz_Lukasik%29.jpg	Lukasz Lukasik	http://commons.wikimedia.org/wiki/User:Pkuczynski/Lukasz_Lukasik	http://creativecommons.org/licenses/by-sa/3.0/
Botaurus stellaris	Botaurus stellaris	http://commons.wikimedia.org/wiki/File:Botaurus_stellaris_%28Marek_Szczepanek%29.jpg	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Coturnix coturnix	Weibliche Wachtel (Coturnix coturnix)	http://commons.wikimedia.org/wiki/File:Weibliche_Wachtel_%28Coturnix_coturnix%29.jpg	PhiJu	http://commons.wikimedia.org/wiki/File:Weibliche_Wachtel_%28Coturnix_coturnix%29.jpg	http://creativecommons.org/licenses/by-sa/3.0/
Porzana porzana	Porzana porzana	http://en.wikipedia.org/wiki/File:Porzana_porzana_3_%28Marek_Szczepanek%29.jpg	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Calidris temminckii	Calidris temminckii	http://en.wikipedia.org/wiki/File:Calidris_temminckii_2_%28Marek_Szczepanek%29.jpg	 Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Lymnocryptes minimus	Lymnocryptes minimus	http://en.wikipedia.org/wiki/File:Lymnocryptes_minimus_%28Marek_Szczepanek%29.jpg	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Gallinago delicata	Wilson's Snipe perched on a fencepost in Central Utah.	http://en.wikipedia.org/wiki/File:Common_snipe_fencepost.jpg	Sean Breazeal	http://en.wikipedia.org/wiki/User:Talshiarr	http://creativecommons.org/licenses/by-sa/3.0/
Larus fuscus	Selkälokki		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Motacilla citreola	Citrine wagtail I	http://commons.wikimedia.org/wiki/File:Citrine_wagtail_I_IMG_8326.jpg	J. M. Garg	http://commons.wikimedia.org/wiki/User:J.M.Garg	http://creativecommons.org/licenses/by-sa/3.0/
Saxicola rubetra	Saxicola rubetra	http://commons.wikimedia.org/wiki/File:Saxicola_rubetra_3_tom_%28Marek_Szczepanek%29.jpg	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Saxicola torquatus	Siberian Stonechat Saxicola maurus at Keoladeo National Park, Bharatpur, Rajasthan, India.	http://commons.wikimedia.org/wiki/File:Siberian_Stonechat_%28Saxicola_maura%29-_Male_at_Bharatpur_I_IMG_5768.jpg	J. M. Garg	http://commons.wikimedia.org/wiki/User:J.M.Garg	http://creativecommons.org/licenses/by-sa/3.0/
Locustella fluviatilis	Flodsångare (Locustella fluviatilis)	http://commons.wikimedia.org/wiki/File:Flodsangare.jpg	Lasse Olsson	http://creativecommons.org/licenses/by-sa/3.0/deed.en	http://creativecommons.org/licenses/by-sa/3.0/





Acrocephalus schoenobaenus	Acrocephalus schoenobaenus	http://commons.wikimedia.org/wiki/File:Acrocephalus_schoenobaenus_1_%28Marek_Szczepanek%29.jpg	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Acrocephalus arundinaceus	Acrocephalus arundinaceus	http://commons.wikimedia.org/wiki/File:Acrocephalus_arundinaceus_%28Marek_Szczepanek%29.jpg	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Phylloscopus trochiloides	Greenish Warbler Phylloscopus trochiloides in Bhopal, Madhya Pradesh, India.	http://commons.wikimedia.org/wiki/File:Greenish_Warbler_I_IMG_0565.jpg	J. M. Garg	http://commons.wikimedia.org/wiki/User:J.M.Garg	http://creativecommons.org/licenses/by-sa/3.0/
Aegithalos caudatus	Aegithalos caudatus	http://commons.wikimedia.org/wiki/File:Aegithalos_caudatus.jpg	Sławomir Staszczuk	http://commons.wikimedia.org/wiki/File:Aegithalos_caudatus.jpg	http://creativecommons.org/licenses/by-sa/3.0/
Charadrius dubius	Charadrius dubius	http://commons.wikimedia.org/wiki/File:Charadrius_dubius_3_%28Marek_Szczepanek%29.jpg?uselang=fi	Marek Szczepanek	http://commons.wikimedia.org/wiki/User:Pkuczynski/Marek_Szczepanek	http://creativecommons.org/licenses/by-sa/3.0/
Acrocephalus dumetorum	Blyth's Reed Warbler (Acrocephalus dumetorum) in Kolkata, West Bengal, India.	http://commons.wikimedia.org/wiki/File:Blyth%27s_Reed_Warbler_I2_IMG_9417.jpg?uselang=fi	J. M. Garg	http://commons.wikimedia.org/wiki/User:J.M.Garg	http://creativecommons.org/licenses/by-sa/3.0/
Gavia arctica	Kuikka		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Anser fabalis	266 豆雁, Anser fabalis, Bean Goose	http://www.flickr.com/photos/pseudolapiz/2180233287/	pseudolapiz	http://www.flickr.com/people/pseudolapiz/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Loxia pytyopsittacus	Loxia pytyopsittacus	http://commons.wikimedia.org/wiki/File:Loxia_pytyopsittacus071021.jpg	Oskila	http://commons.wikimedia.org/wiki/User:Oskila	http://fi.wikipedia.org/wiki/Public_domain
Circus macrourus	Arosuohaukka		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Anthus cervinus	Lapinkirvinen		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Perisoreus infaustus	Kuukkeli		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Carduelis flavirostris	Vuorihemppo		Aleksi Lehikoinen	https://tuhat.halvi.helsinki.fi/portal/en/persons/aleksi-lehikoinen(58cebd1b-88c1-44da-afa8-f8cc796f518a).html	http://creativecommons.org/licenses/by-nc-sa/3.0/
Melanitta fusca	White-winged Scoter (Melanitta fusca)	https://www.flickr.com/photos/76868228@N08/6775393330	Sergey Pisarevskiy	https://www.flickr.com/photos/76868228@N08/	http://creativecommons.org/licenses/by-nc-sa/2.0/
Gallinago media	Gallinago media	https://en.wikipedia.org/wiki/Great_snipe#/media/File:Gallinago_media.jpg	Naturgeschichte der Vögel Mitteleuropas	https://en.wikipedia.org/wiki/Great_snipe#/media/File:Gallinago_media.jpg	http://fi.wikipedia.org/wiki/Public_domain
